title,creator,subjects,publisher,publicationyear,checkoutmonth,checkoutyear,checkouts,materialtype,usageclass,checkouttype
"(500) days of Summer [videorecording] / Fox Searchlight Pictures ; a Watermark production ; produced by Jessica Tuchinsky, Mark Waters, Mason Novick, Steven J. Wolfe ; written by Scott Neustadter & Michael H. Weber ; directed by Marc Webb.",,"Greeting cards industry Drama, Administrative assistants Drama, Man woman relationships Drama, Brothers and sisters Drama, Friendship Drama, Romantic comedy films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities, Feature films, Fiction films",20th Century Fox,2009,2,2010,300,VIDEODISC,Physical,Horizon
"Sunshine Cleaning [videorecording] / Overture Films ; a Big Beach/Back Lot Pictures production ; produced by Jeb Brody, Peter Saraf, Marc Turtletaub, Glenn Williamson ; written by Megan Holley ; directed by Christine Jeffs.",,"Crime scenes Cleaning Drama, Comedy films, Video recordings for the hearing impaired, Feature films, Fiction films",Anchor Bay Entertainment,2009,10,2009,300,VIDEODISC,Physical,Horizon
"There will be blood [videorecording] / Paramount Vantage ; Miramax Films ; a JoAnne Sellar/Ghoulardi Film Company production ; produced by Paul Thomas Anderson, Daniel Lupi, JoAnne Sellar ; written for the screen and directed by Paul Thomas Anderson.",,"Oil industry workers California Drama, Oil well drilling rigs Drama, Brothers California Drama, California Drama, Feature films, Video recordings for the hearing impaired",Paramount Pictures,2008,7,2009,300,VIDEODISC,Physical,Horizon
"Hancock [videorecording] / Columbia Pictures in association with Relativity Media ; a Blue Light/Weed Road Pictures/Overbrook Entertainment production ; written by Vy Vincent Ngo and Vince Gilligan ; produced by Akiva Goldsman, Michael Mann, Will Smith, James Lassiter ; directed by Peter Berg.",,"Heroes Drama, Public relations Drama, Self perception Drama, Los Angeles Calif Drama, Feature films, Fiction films, Superhero films, Action and adventure films, Video recordings for the hearing impaired",Sony Pictures Home Entertainment,2008,2,2009,300,VIDEODISC,Physical,Horizon
"In Bruges [videorecording] / Focus Features in association with Film 4 ; a Blueprint Pictures production in association with Scion Films ; produced by Graham Broadbent, Pete Czernin ; written and directed by Martin McDonagh.",,"Assassins Drama, Tourists Drama, Criminals Drama, Bruges Belgium Drama, Feature films, Fiction films, Video recordings for the hearing impaired, Comedy films, Action and adventure films",Universal Studios,2008,11,2008,300,VIDEODISC,Physical,Horizon
"The bank job [videorecording] / Lionsgate ; Mosaic Media Group ; Relativity Media ; Omnilab Media ; produced by Steve Chasman, Charles Roven ; written by Dick Clement & Ian La Frenais ; directed by Roger Donaldson.",,"Bank robberies Drama, Criminal behavior England Drama, Sex scandals England London Drama, Robbery investigation Drama, London England Drama, Feature films, Fiction films, Caper films, Video recordings for the hearing impaired, Thrillers Motion pictures, Action and adventure films",Lionsgate Films,2008,8,2008,300,VIDEODISC,Physical,Horizon
"Blades of glory [videorecording] / Dreamworks Pictures presents a Red Hour/Smart Entertainment production ; produced by Ben Stiller, Stuart Cornfeld, John Jacobs ; story by Craig Cox & Jeff Cox & Busy Philipps ; screenplay by Jeff Cox & Craig Cox and John Altschuler & Dave Krinsky ; directed by Will Speck & John Gordon.",,"Skaters Drama, Skating Drama, Contests Drama, Feature films, Sports films, Video recordings for the hearing impaired, Comedy films",DreamWorks Pictures,2007,7,2008,300,VIDEODISC,Physical,Horizon
"The kite runner [videorecording] / DreamWorks Pictures ; Paramount Classics ; Participant Productions ; a Sidney Kimmel Entertainment and Parkes/MacDonald production ; produced by William Horberg, Walter Parkes, Rebecca Yeldham and E. Bennett Walsh ; screenplay by David Benioff ; directed by Marc Forster.",,"Kabul Afghanistan Drama, Male friendship Drama, Social classes Drama, Afghanistan Drama, Betrayal Drama, Boys Drama, Thrillers Motion pictures, Video recordings for the hearing impaired, Feature films",Paramount Pictures,2008,6,2008,300,VIDEODISC,Physical,Horizon
Pirates of the Caribbean. At world's end [videorecording] / Jerry Bruckheimer Films ; Walt Disney Pictures ; Second Mate Productions ; produced by Jerry Bruckheimer ; written by Ted Elliott & Terry Rossio ; directed by Gore Verbinski.,,"Pirates Caribbean Area Drama, Ship captains Drama, Ritual Drama, Man woman relationships Drama, Feature films, Fantasy films, Video recordings for the hearing impaired, Action and adventure films, Comedy films",Disney,2007,5,2008,300,VIDEODISC,Physical,Horizon
Why Buddhism is true : the science and philosophy of meditation and enlightenment / Robert Wright.,"Wright, Robert","Buddhism Apologetic works, Apologetic writings",Simon & Schuster,2017,9,2017,300,BOOK,Physical,Horizon
"Jurassic world. Fallen kingdom / Universal Pictures and Amblin Entertainment present ; in association with Legendary Pictures/Perfect World Pictures ; produced by Frank Marshall, Patrick Crowley, Bel‚n Atienza ; written by Derek Connolly & Colin Trevorrow ; directed by J.A. Bayona.",,"Dinosaurs Drama, Paleontology Jurassic Drama, Volcanoes Drama, Rescue work Drama, Action and adventure films, Science fiction films, Feature films, Fiction films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities",Universal Studios,2018,10,2018,300,VIDEODISC,Physical,Horizon
Little Fires Everywhere,Celeste Ng,"Fiction, Literature","Penguin Group (USA), Inc.",2017,10,2018,300,EBOOK,Digital,OverDrive
The Martian: A Novel,Andy Weir,"Fiction, Science Fiction","Random House, Inc.",2014,3,2016,299,EBOOK,Digital,OverDrive
"The hobbit. The battle of the five armies [videorecording] / Warner Bros. Pictures ; New Line Cinema ; Metro-Goldwyn-Mayer Pictures ; a Wingnut Films production ; produced by Carolynne Cunningham, Zane Weiner, Fran Walsh, Peter Jackson ; screenplay by Fran Walsh & Philippa Boyens & Peter Jackson & Guillermo del Toro ; directed by Peter Jackson.",,"Hobbits Fictitious characters Drama, Imaginary wars and battles Drama, Feature films, Fantasy films, Action and adventure films, Fiction films, Video recordings for the hearing impaired",Warner Bros.,2015,5,2015,299,VIDEODISC,Physical,Horizon
Captain America. The winter soldier [videorecording] / Marvel Studios ; produced by Kevin Feige ; screenplay by Christopher Markus & Stephen McFeely ; directed by Anthony and Joe Russo.,,"Captain America Fictitious character Drama, Superheroes Drama, Good and evil Drama, Conspiracies Drama, Assassins Drama, Feature films, Superhero films, Action and adventure films, Fiction films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities",Buena Vista Home Entertainment,2014,11,2014,299,VIDEODISC,Physical,Horizon
"The hunger games. Catching fire [videorecording] / Lionsgate ; Color Force ; produced by Nina Jacobsen, Jon Kilik ; screenplay by Simon Beaufoy and Michael deBruyn ; directed by Francis Lawrence.",,"Insurgency Drama, Survival Drama, Wilderness survival Drama, Television programs Drama, Interpersonal relations Drama, Contests Drama, Dystopias Drama, Girls Drama, Courage Drama, Action and adventure films, Feature films, Science fiction films, Fiction films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities",Lionsgate Films,2014,10,2014,299,VIDEODISC,Physical,Horizon
"The reader [videorecording] / The Weinstein Company ; a Mirage Enterprises production ; a Neunte Babelsberg Film production ; produced by Anthony Minghella, Sydney Pollack, Donna Gigliotti, Redmond Morris ; screenplay by David Hare ; directed by Stephen Daldry.",,"World War 1939 1945 Germany Drama, Paramours Drama, Oral reading Drama, Law students Drama, War crime trials Germany Drama, Criminal behavior Drama, Thrillers Motion pictures, Historical films, Feature films, Fiction films, Video recordings for the hearing impaired",Genius Products,2009,4,2011,299,VIDEODISC,Physical,Horizon
"Whip it [videorecording] / Fox Searchlight Pictures in association with Mandate Pictures ; a Vincent Pictures/Flower Films/Rye Road production ; produced by Barry Mendel, Drew Barrymore ; screenplay by Shauna Cross ; directed by Drew Barrymore.",,"Roller derby Texas Drama, Roller skating Tournaments Drama, Teenage girls Psychology Drama, Friendship Drama, Mothers and daughters Drama, Man woman relationships Texas Drama, Comedy films, Sports films, Video recordings for the hearing impaired, Feature films, Fiction films",20th Century Fox,2010,11,2010,299,VIDEODISC,Physical,Horizon
"Twilight [videorecording] / Summit Entertainment ; a Temple Hill production ; in association with Maverick Films/Imprint Entertainment ; Maverick Films ; produced by Wyck Godfrey, Greg Mooradian, Mark Morgan ; screenplay by Melissa Rosenberg ; directed by Catherine Hardwicke.",,"Cullen Edward Fictitious character Drama, Swan Bella Fictitious character Drama, Vampires Drama, Family secrets Drama, High schools Drama, Washington State Drama, Vampire films, Fantasy films, Thrillers Motion pictures, Video recordings for the hearing impaired, Feature films, Fiction films",Summit Entertainment,2009,6,2010,299,VIDEODISC,Physical,Horizon
"The hangover [videorecording] / Warner Bros. Pictures ; Legendary Pictures ; a Green Hat Films production ; produced by Todd Phillips, Dan Goldberg ; written by Jon Lucas & Scott Moore ; directed by Todd Phillips.",,"Bridegrooms Drama, Bachelor parties Drama, Recollection Psychology Drama, Weddings Drama, Los Angeles Calif Drama, Las Vegas Nev Drama, Comedy films, Video recordings for the hearing impaired, Feature films, Fiction films",Warner Bros.,2009,5,2010,299,VIDEODISC,Physical,Horizon
"The dark knight [videorecording] / Warner Bros. Pictures ; Legendary Pictures ; DC Comics ; a Syncopy production ; produced by Christopher Nolan, Charles Roven, Emma Thomas ; story by Christopher Nolan & David S. Goyer ; screenplay by Jonathan Nolan and Christopher Nolan ; directed by Christopher Nolan.",,"Batman Fictitious character Drama, Joker Fictitious character Drama, Criminal behavior Drama, Criminal investigation Drama, Thrillers Motion pictures, Action and adventure films, Fiction films, Fantasy films, Video recordings for the hearing impaired, Feature films",Warner Bros.,2008,5,2010,299,VIDEODISC,Physical,Horizon
"Where the wild things are [videorecording] / Warner Bros. Pictures ; Legendary Pictures ; Village Roadshow Pictures ; a Playtone/Wild Things production ; produced by Tom Hanks, Gary Goetzman, Maurice Sendak, John Carls, Vincent Landay ; screenplay by Spike Jonze & Dave Eggers ; directed by Spike Jonze.",,"Imagination in children Drama, Temper tantrums Drama, Brothers and sisters Drama, Mothers and sons Drama, Childrens costumes Drama, Runaway children Drama, Fantasy films, Fiction films, Action and adventure films, Video recordings for the hearing impaired, Feature films",Warner Bros.,2010,4,2010,299,VIDEODISC,Physical,Horizon
"Tropic thunder [videorecording] / DreamWorks ; Red Hour ; produced by Stuart Cornfeld, Eric McLeod, Ben Stiller ; story by Ben Stiller & Justin Theroux ; screenplay by Ben Stiller & Justin Theroux and Etan Cohen ; directed by Ben Stiller.",,"Motion picture actors and actresses Drama, Motion pictures Production and direction Drama, Hidden camera photography Drama, Film adaptations Drama, Comedy films, Action and adventure films, Video recordings for the hearing impaired, Feature films, Fiction films",DreamWorks Pictures,2008,2,2010,299,VIDEODISC,Physical,Horizon
"The dark knight [videorecording] / Warner Bros. Pictures ; Legendary Pictures ; DC Comics ; a Syncopy production ; produced by Christopher Nolan, Charles Roven, Emma Thomas ; story by Christopher Nolan & David S. Goyer ; screenplay by Jonathan Nolan and Christopher Nolan ; directed by Christopher Nolan.",,"Batman Fictitious character Drama, Joker Fictitious character Drama, Criminal behavior Drama, Criminal investigation Drama, Thrillers Motion pictures, Action and adventure films, Fiction films, Fantasy films, Video recordings for the hearing impaired, Feature films",Warner Bros.,2008,2,2010,299,VIDEODISC,Physical,Horizon
Indiana Jones and the kingdom of the crystal skull [videorecording] / Paramount Pictures ; Lucasfilm ; produced by Frank Marshall ; story by George Lucas and Jeff Nathanson ; screenplay by David Koepp ; directed by Steven Spielberg.,,"Jones Indiana Fictitious character Drama, Adventure and adventurers Drama, Crystals Drama, Video recordings for the hearing impaired, Feature films, Fiction films, Action and adventure films",Paramount Pictures,2008,2,2010,299,VIDEODISC,Physical,Horizon
"The kite runner [videorecording] / DreamWorks Pictures ; Paramount Classics ; Participant Productions ; a Sidney Kimmel Entertainment and Parkes/MacDonald production ; produced by William Horberg, Walter Parkes, Rebecca Yeldham and E. Bennett Walsh ; screenplay by David Benioff ; directed by Marc Forster.",,"Kabul Afghanistan Drama, Male friendship Drama, Social classes Drama, Afghanistan Drama, Betrayal Drama, Boys Drama, Thrillers Motion pictures, Video recordings for the hearing impaired, Feature films",Paramount Pictures,2008,1,2010,299,VIDEODISC,Physical,Horizon
